,username,sentiment,sentimentComm
0,petersthoughts,-15.098311472564538,1
1,billgates,0.0,1
2,wrennhill,0.37176530873686886,1
3,racgppresident,28.502690238278248,1
4,toreno911,0.0,0
5,mdpiopenaccess,0.0,0
6,insurancewhiz1,-16.56725595695619,1
7,us_fda,-1.1415833973866256,1
8,judie09302915,-2.3412759415833975,0
9,lifebiomedguru,10.173712528823977,0
10,bylenasun,3.434421074697788,1
11,lauriemcginley2,-5.71099154496541,1
12,marcjacksonla,3.3315247697849344,0
13,statnews,4.7957340507302035,0
14,sarah052794,1.3947512902163162,0
15,youtube,0.0,0
16,dogandwinelover,1.3947512902163162,0
17,thehumanphase,-11.706379707916991,0
18,newscomauhq,3.039200614911607,0
19,desh182,2.4058416602613377,1
20,twittersupport,0.0,1
21,lwestraad,18.25211375864719,0
22,cindybolton4,0.0,0
23,vaxhunterson,3.4192501494576746,0
24,shibaakitawolf,11.414296694850108,0
25,huski67,-12.97432744043044,1
26,dom_perrottet,0.0,1
27,tristanmarmont,-27.22674865488086,1
28,pfizer,1.2905457340507276,1
29,savetheworldpat,0.7506114177905125,0
30,nbcnews,2.2691635804625747,0
31,showmeonestudy,-8.512682551883163,1
32,lufeqjohn,13.9631053036126,1
33,jameshetfield__,-23.008455034588778,0
34,fordnation,0.0,0
35,jackiedurack,-11.180630284396617,1
36,candicebergenmp,0.0,1
37,clerysboy,-0.79477325134512,0
38,celliottability,16.40111595069321,0
39,ph_lelouch,0.0,0
40,webmd,-0.5572636433512699,0
41,scottmorrisonmp,0.0,0
42,pray_4truth,-1.3454265949269804,1
43,laurahunter66,22.408916218293626,1
44,danielandrewsmp,0.0,1
45,vrijhuid1,0.9397899052011311,0
46,pvanhouwelingen,0.0,0
47,caspeakfreely,-3.57519856520625,1
48,hstefansonmb,0.0,1
49,genshinkah,5.997694081475785,1
50,maliphus,1.9211795122632935,1
51,laurie_snyder,0.0,1
52,angelafor14,19.6141429669485,1
53,jimenezjaycee02,1.2241865231872957,1
54,bharatbiotech,0.0,1
55,fibonaccinature,-3.930822444273634,1
56,matthancock,27.42659492697925,1
57,carl_3rdgenvet,-7.682936202920828,1
58,merck,0.0,1
59,njspotlightnews,11.770945426594928,0
60,mynjpbs,0.0,0
61,isassafras,-24.31821675634128,1
62,cdcgov,3.169997437868311,1
63,aakinsella,6.9900076863950815,1
64,gbnews,3.508839354342811,1
65,goalisheaven1,0.0,0
66,lastgreatact,-5.194465795541891,1
67,cdcdirector,7.718677940046113,1
68,igorlustrek,0.0,0
69,stanc1966,-23.944145529080195,1
70,drpongs,3.3540353574173736,1
71,nzz,0.0,1
72,basterdbroken,0.0,0
73,bflanagannj,1.3128362797847828,0
74,makinitrainkid,0.16448885472713215,1
75,schachin,-0.6367409684857819,1
76,wilmohur,0.0,0
77,alexcruzbr,13.031514219830896,0
78,alexander_tin,6.317222046389659,1
79,biontech_group,0.0,1
80,travfourr,13.212913143735584,1
81,canadia56668243,13.839354342813216,0
82,cpho_canada,8.606456571867795,0
83,nbcnewsnow,0.47919183046008484,0
84,utdtickets,-6.202920830130669,1
85,govuk,0.0,1
86,roblicker,-1.5019215987701777,0
87,billdeblasio,0.0,0
88,jyothihartley,14.688700999231365,1
89,rfreder929,-1.146297719702794,0
90,michaelteng88,2.7132974634896243,1
91,helenbranswell,0.8020075055387288,1
92,sonia_elijah,-1.8186010760953124,0
93,trialsiten,-2.6156802459646435,0
94,marcscottemery,-5.086856264411988,1
95,cbcnews,0.0,1
96,rajkagar,14.688700999231365,0
97,cnbc,2.8830130668716336,0
98,canadapatriot1,-19.909300538047653,1
99,xeqt_mf,-22.593389700230592,1
100,stevebrownbc,-2.492697924673326,0
101,drbonniehenry,0.0,0
102,republicbkpub,0.0,0
103,chrishendel,-5.31042055561656,0
104,gibbitsix,5.682551883166788,0
105,rebelnews_ca,-4.174737381501412,0
106,delsolbeat,0.0,0
107,kylefarq,-1.2154752754291565,1
108,streeteeville81,-3.810914681014605,1
109,chicagosmayor,25.735588009223676,1
110,cflejtuch,22.34127594158339,1
111,kellyadeluca,19.6141429669485,0
112,tungane_brown,-6.707148347425058,0
113,jack_the_iad,-6.925441967717145,1
114,tgagovau,12.991544965411222,1
115,oohhhthatsnice,8.697156033820136,1
116,borisjohnson,9.815526518063024,1
117,my_xra,-2.842685114014863,1
118,saku7306,0.0,0
119,epochtimes,5.259523443504996,0
120,mjcsageworks,0.0,0
121,aliraja_md,0.0,0
122,marylandonenita,15.420445810914686,1
123,lenissusan,19.6141429669485,0
124,adriandix,0.0,0
125,synicalgirl,17.16986933128363,0
126,nesabaye,-6.176787086856265,1
127,chris34883890,5.113409265599884,1
128,charleywhitmore,-17.105303612605688,1
129,haseenasharis,-13.065334358186014,1
130,dghisham,2.1952344350499615,1
131,healthcareglob1,1.9196422332471563,0
132,contagion_live,3.013374327440431,0
133,mrwick01119045,-14.756341275941583,1
134,jackposobiec,-13.408147578785552,1
135,9joe9,-0.5549577248270552,1
136,doctorvasan,8.384392957798042,1
137,tfknocks,-7.115505555167356,1
138,moderna_tx,0.0,1
139,memeorandum,3.085877995947172,1
140,spencekimball,8.834742505764794,1
141,sarahbeth345,-0.6331881458706974,1
142,potus,-5.564950038431977,1
143,denniscelary,14.688700999231365,0
144,govkathyhochul,2.6379707916986916,0
145,stefano688,-2.204970535485522,0
146,biovaxys,-4.613374327440429,0
147,pohakanten,0.0,0
148,amygordonbono,28.210607225211376,1
149,01water,-4.285165257494235,0
150,business,4.485295820917521,0
151,maryjeffery3,-25.005380476556493,1
152,justintrudeau,14.797847809377402,1
153,casedemick,-1.900589290289517,0
154,globalnews,5.330087966521482,0
155,sammyg_md,9.815526518063024,0
156,bannon_brian,14.688700999231365,0
157,the_irishman_30,3.9169869331283635,0
158,newsmax,2.24657955418909,0
159,mandyryder,-1.1870868562644112,0
160,cmo_england,0.0,0
161,googlenews,0.0,0
162,gideongil,-2.52984883423008,0
163,charlotte_joy,0.0,0
164,soseeeek,-2.3551114527286714,1
165,kalltucker,-19.72790161414297,0
166,usatoday,1.9091297292680842,0
167,kangpower3,-14.624135280553421,0
168,westjournalism,0.0,0
169,thatcurlygirl,-11.273891878042534,1
170,johnbasham,2.1128802020423834,1
171,hey00362355,-4.4934665641813964,1
172,adarpoonawalla,0.0,1
173,alpenstrudel,-5.2682551883166795,1
174,loovee3333,-2.9643863694593904,0
175,globalnewsto,-9.722264924417118,0
176,moosekn83154161,24.51806302843967,0
177,msnbc,7.691654193130788,0
178,jillgderby,-6.130668716372025,1
179,nhs,0.0,1
180,yoh_yasushi,-4.167563412759414,0
181,eekymom,7.734782767834261,1
182,heatheranne_w,-4.85933897002306,0
183,republic,-0.12359723289777236,0
184,lesleygale2,-5.228844944448326,0
185,wickedmaverick,-0.31821675634127544,1
186,healthnygov,8.09684857801691,0
187,dailyscan,0.5125288239815546,0
188,npr,0.01998462720984051,0
189,nurse__jenny,4.6056879323597215,0
190,yahoo,0.0,0
191,suzanneelmore1,0.0,0
192,champ_um,15.31437355880093,0
193,conehealth,0.0,0
194,councillorchan,10.430438124519597,0
195,silvercat144,0.0,0
196,dovgvlad,12.616448885472714,1
197,eddiecoke,0.0,0
198,domainevalescia,-2.316679477325131,1
199,aliarenee2,-8.411592222506897,1
200,theysayitsrare,28.507302075326677,0
201,xleftcoastgirl,-1.490501811793127,0
202,typ0negative,0.26219147664190245,0
203,chrisbpsmith,-4.561106840891622,1
204,lisasays_9,17.46502690238278,1
205,merovich1,-1.1544965411222137,0
206,1nihilistwriter,-11.073020753266722,1
207,realtimecovid19,-3.4465795541890856,0
208,shea_epi,0.0,0
209,roytindle,5.332205995388165,0
210,medical_xpress,3.0889059697668415,0
211,bhrenton,6.6856264411990765,1
212,cdcmmwr,2.9912375096079984,1
213,21chromos,7.3282090699461975,1
214,dnalobrien2,0.5611068408916218,0
215,odyseeteam,0.0,0
216,drchapichapo,-5.326671790930053,0
217,predatoruk68,11.33282090699462,0
218,alt_fda,-5.362029208301305,1
219,scottgottliebmd,0.0,1
220,bigjoebastardi,-4.853189853958494,0
221,nationshealth,7.508070714834744,0
222,mend_alyn,0.0,0
223,hieutrantheman,4.214052850592381,1
224,httweets,5.81967717140661,1
225,rmkubinec,10.430438124519597,0
226,nytimes,6.405841660261331,0
227,rgfjrs,-4.287471176018446,0
228,21centurynow,-4.762106072252113,0
229,nationalpost,0.6834742505764773,0
230,lindseyshifley,-4.764027671022291,0
231,lazarus0662,-4.328318875590206,1
232,draseemmalhotra,2.866000512426332,1
233,roccony1,-3.2590315142198314,1
234,nordicscripts,6.252113758647198,0
235,dmaina5a,14.688700999231365,0
236,alyap73961573,5.826422320212522,1
237,novavax,0.0,1
238,sweetboysammy,-4.663335895465028,0
239,twitter,0.0,0
240,betrcutlerloose,1.6110684089162142,1
241,lampara12982232,-20.870099923136053,1
242,who,0.0,1
243,ashpofficial,-0.898362206586647,0
244,hlwegley,-15.645657186779399,0
245,bilsbro,-9.061491160645659,0
246,neto__a,0.0,1
247,olivierveran,0.0,1
248,oceanpark18,10.748654880860876,0
249,b1llyth2k3d,2.966466667431483,1
250,ocugen,0.0,1
251,chris_1791,4.000467867526652,0
252,dailycaller,-2.0553420445810886,0
253,cookies4jim,7.624903920061492,1
254,akestep2,0.0,0
255,summittouch,1.2110684089162156,1
256,conserv76161604,-9.863401778851426,0
257,yahoofinance,4.535229310786576,1
258,anjkhem,3.5576479631053033,1
259,allunitynofear,-5.606736077143456,1
260,melissa_zegar,14.038739431206771,1
261,immunizeunder5s,0.0,1
262,grlcdn,6.356648731744812,0
263,ctvnews,3.2202378261066116,0
264,keystonenewsnow,18.461183704842433,1
265,pserpent2011,0.0,0
266,brighteyedvixen,6.794004611837046,0
267,mykamar77,0.9129241242999875,0
268,davidda111877,-8.4488854727133,1
269,canadianpm,0.0,1
270,graceda06,7.621521906225979,1
271,jamieon94964661,-2.5974891109403018,0
272,dianerocks52,5.9349950587460185,0
273,uscomoros,12.991544965411222,1
274,gavi,0.0,1
275,juiniorbull,-2.6525749423520395,0
276,mckeever_tweets,0.0,0
277,jdubyatoo,0.0,0
278,fwarthog,22.399692544196768,1
279,mkay54,19.555726364335136,0
280,mailonline,-2.6469748545075227,0
281,joeburrit0,-1.7156033820138354,1
282,uche_blackstock,0.0,0
283,hasehelma,-0.15219062259800253,0
284,danielle33384,0.0,0
285,radigan1_tim,-22.56879323597233,1
286,wgrzmichael,22.09838585703305,1
287,jbceodigivaxc,0.728499444871467,1
288,whcovidresponse,0.0,1
289,usembassyaddis,-0.30284396617986076,1
290,fmohealth,0.0,1
291,northonsixty1,-13.197540353574173,0
292,jayfreedomto,1.6891280211802915,0
293,carynceolin,0.0,0
294,arielblocker,15.272867025365109,1
295,_sige,0.0,0
296,cosimob2,0.0,0
297,realnewspunch,0.0,0
298,de3x2ydy_dx,4.129830200545037,0
299,liliswitch,0.0,0
300,carolpoleno,0.0,0
301,kobtide,0.0,0
302,youngschoi2,0.0,0
303,contactlene,0.645991377869862,1
304,vonderleyen,8.431975403535745,1
305,tousifa66264790,11.511452728670257,1
306,hey_cef,14.688700999231365,0
307,todayshow,0.9493551968571126,0
308,drrichbesser,0.0,0
309,adamger13430857,-3.5157571099154517,0
310,yogielady,-4.605380476556494,0
311,cramersshirt,7.817063797079172,0
312,always100mia,26.44581091468102,1
313,music_amigo,13.975403535741734,0
314,skynews,13.429861644888547,0
315,denniswander1,21.849346656418142,1
316,seacaptim,-15.263301733709111,0
317,lwdoyleusa,0.0,0
318,vlq28,-20.179861644888547,1
319,2cynical65,-2.336664104534975,1
320,brunnodemorais,-6.977709454265948,0
321,hicksyalex,4.541713474841842,1
